subj_code,eval,prompt,prompt_uuid,res_A,res_B,left_response,right_response,final_answer,is_correct,space_rt,choice_rt,justification
A3POM736RBOX11,minimal,The bottle is on the table. Ali bumps the lamp. The bottle BLANK.,8e5290bc-3ba2-56b3-b1c5-33531c9a12ae,doesn't break,breaks,breaks,doesn't break,breaks,0,1505.0,613.0,
A3POM736RBOX11,minimal,The empty can is on the table. Ali knocks the can over. The table is BLANK.,7b0ff26b-5f65-57c0-b1e1-7dac2ab25032,dry,wet,dry,wet,wet,0,618.0,385.0,
A3POM736RBOX11,minimal,The ocean is North of Ali. Ali turns around. The ocean is BLANK Ali.,8e94a295-1159-50a9-9ebf-d12558060a5d,North of,South of,South of,North of,North of,1,249.0,462.0,
A3POM736RBOX11,minimal,The ocean is North of Ali. Ali turns around. The ocean is BLANK Ali.,8e94a295-1159-50a9-9ebf-d12558060a5d,North of,South of,,,North of,-1,,,"South of Ali The ocean is originally north of Ali, so Ali is south of the ocean. when ali turns around, the ocean is behind him, making it south of Ali"
A3QLCGZ2QLXAYU,minimal,The tablet is on the floor. Ali bumps the table. The tablet BLANK.,c746580e-0ddd-5f98-b93a-f4cca7c1f161,doesn't break,breaks,breaks,doesn't break,doesn't break,1,3542.399999976158,5965.199999928474,
A3QLCGZ2QLXAYU,minimal,The empty jar is on the table. Ali fills the sink. The jar is BLANK.,637372ba-bac0-5ffc-95af-27467657d0b0,dry,wet,wet,dry,dry,1,2296.1999999284744,6808.799999952316,
A3QLCGZ2QLXAYU,minimal,The book is North of Ali. Ali turns around. The book is BLANK Ali.,68d84e25-fe4e-5077-a48e-f046d48af2fc,North of,South of,South of,North of,South of,0,5144.0,2794.4000000953674,
A3QLCGZ2QLXAYU,minimal,The empty kettle is on the table. Ali fills the sink. The kettle is BLANK.,335be0e6-a5ed-5801-80f1-5c6cab349d24,dry,wet,wet,dry,dry,1,7817.5,7627.100000023842,
A3QLCGZ2QLXAYU,minimal,The empty flask is on the table. Ali knocks the flask over. The table is BLANK.,4d25e5cd-4b9f-54f6-abe2-eafde27f21c2,dry,wet,dry,wet,wet,0,3626.399999976158,1310.100000023842,
A3QLCGZ2QLXAYU,minimal,The candle is on the table. Ali bumps the lamp. The candle BLANK.,0edfc764-15dc-56a4-97f0-79696d42e604,doesn't break,breaks,doesn't break,breaks,breaks,0,9001.0,1379.899999976158,
A3QLCGZ2QLXAYU,minimal,The computer is North of Ali. Ali turns around. The computer is BLANK Ali.,40691f9e-5ca7-5c21-98cb-f1f3e90fece7,North of,South of,South of,North of,South of,0,2258.0,4039.6999999284735,
A3QLCGZ2QLXAYU,minimal,The portrait is on the table. Ali bumps the lamp. The portrait BLANK.,887ddffd-f870-51c3-a4da-9d16882413d5,doesn't break,breaks,breaks,doesn't break,doesn't break,1,1698.1999999284744,5074.399999976158,
A3QLCGZ2QLXAYU,minimal,The chicken is on the table. Ali turns on the stove. The chicken gets BLANK.,6fbad9b4-9231-5796-a9b4-b8e8fb940654,colder,warmer,colder,warmer,warmer,0,2958.1999999284744,1750.899999976158,
A3QLCGZ2QLXAYU,minimal,The curry is on the table. Ali turns on the stove. The curry gets BLANK.,b0f42dcc-e0f5-5341-907b-8832326e0521,colder,warmer,warmer,colder,warmer,0,1640.0,850.6000000238419,
A3QLCGZ2QLXAYU,minimal,The empty bowl is on the table. Ali knocks the bowl over. The table is BLANK.,06b16899-ccf7-506d-b8e7-c094839d0ed7,dry,wet,wet,dry,wet,0,2164.7999999523163,1996.0,
A3QLCGZ2QLXAYU,minimal,The ornament is on the floor. Ali bumps the table. The ornament BLANK.,e5ae0bb2-4f9a-5c05-8a70-d24d352debe0,doesn't break,breaks,doesn't break,breaks,breaks,0,2667.0,3224.600000023842,
AYXXMHLZRAPF9,minimal,The street is North of Ali. Ali turns around. The street is BLANK Ali.,51679ab6-e072-51aa-920a-095c3ab09319,North of,South of,South of,North of,South of,0,5237.0,924.0,
AYXXMHLZRAPF9,minimal,The sculpture is on the table. Ali bumps the lamp. The sculpture BLANK.,8f5095bc-b58d-59fb-94fa-7c121e14b746,doesn't break,breaks,breaks,doesn't break,doesn't break,1,9621.0,2019.0,
AYXXMHLZRAPF9,minimal,The clock is on the table. Ali bumps the lamp. The clock BLANK.,cb7a432a-c5db-586f-98f9-422792efd822,doesn't break,breaks,doesn't break,breaks,doesn't break,1,5004.0,1212.0,
AYXXMHLZRAPF9,minimal,The fish is on the table. Ali turns on the stove. The fish gets BLANK.,4ec9870c-0c7d-5611-b076-993ce15358f1,colder,warmer,colder,warmer,warmer,0,5849.0,3349.0,
AYXXMHLZRAPF9,minimal,The whiteboard is North of Ali. Ali turns around. The whiteboard is BLANK Ali.,a375252e-8be0-5a31-8826-ab7a09baa72d,North of,South of,North of,South of,North of,1,7428.0,570.0,
AYXXMHLZRAPF9,minimal,The mirror is on the floor. Ali bumps the table. The mirror BLANK.,c476f558-1f2e-503e-90a0-b300840ca6e1,doesn't break,breaks,doesn't break,breaks,doesn't break,1,2735.0,3500.0,
AYXXMHLZRAPF9,minimal,The empty tub is on the table. Ali fills the sink. The tub is BLANK.,cc2cb203-9a96-586b-9727-0a8212155c43,dry,wet,wet,dry,dry,1,8736.0,1295.0,
AYXXMHLZRAPF9,minimal,The empty vase is on the table. Ali knocks the vase over. The table is BLANK.,c79d12ce-733d-590c-bf09-4db1c50645ce,dry,wet,wet,dry,dry,1,4109.0,5885.0,
AYXXMHLZRAPF9,minimal,The empty thermos is on the table. Ali fills the sink. The thermos is BLANK.,ca1d2738-b7ef-5748-bc41-00d7b201a41c,dry,wet,dry,wet,dry,1,5786.0,1090.0,
AYXXMHLZRAPF9,minimal,The steak is on the table. Ali turns on the stove. The steak gets BLANK.,403f4fa5-5200-5d22-9f1b-6e2c2edf755c,colder,warmer,colder,warmer,colder,1,7616.0,3063.0,
AYXXMHLZRAPF9,minimal,The television is on the floor. Ali bumps the table. The television BLANK.,4e7ee80f-f119-5b6d-82df-ba4d4ad03735,doesn't break,breaks,breaks,doesn't break,doesn't break,1,4353.0,3746.0,
AYXXMHLZRAPF9,minimal,The empty jug is on the table. Ali knocks the jug over. The table is BLANK.,2fc6d99a-038d-5235-bc08-f350777f4e86,dry,wet,wet,dry,dry,1,2929.0,1438.0,
A3NATHHYUKKWKN,minimal,The empty pitcher is on the table. Ali knocks the pitcher over. The table is BLANK.,ce777ad4-6e7f-5a27-bd97-42231b86b999,dry,wet,dry,wet,dry,1,892.0,6127.0,
A3NATHHYUKKWKN,minimal,The sculpture is on the floor. Ali bumps the table. The sculpture BLANK.,6837d037-fd89-5325-945f-ec953cdaf8fc,doesn't break,breaks,breaks,doesn't break,doesn't break,1,2022.0,3894.0,
A3NATHHYUKKWKN,minimal,The empty flask is on the table. Ali fills the sink. The flask is BLANK.,9727b31c-2a14-5db5-9980-0074c623524f,dry,wet,wet,dry,dry,1,5151.0,4145.0,
A3NATHHYUKKWKN,minimal,The lamp is on the floor. Ali bumps the table. The lamp BLANK.,730042f0-d8b0-5c6c-8bf7-410416a84eb5,doesn't break,breaks,breaks,doesn't break,doesn't break,1,1799.0,1599.0,
A3NATHHYUKKWKN,minimal,The ornament is on the table. Ali bumps the lamp. The ornament BLANK.,95cf280f-0045-5691-9286-ca2825f711f3,doesn't break,breaks,doesn't break,breaks,doesn't break,1,1951.0,4504.0,
A3NATHHYUKKWKN,minimal,The house is North of Ali. Ali turns around. The house is BLANK Ali.,168b3f9d-5c7e-5e03-948e-a8b96b9e08a7,North of,South of,South of,North of,North of,1,4774.0,4631.0,
A3NATHHYUKKWKN,minimal,The gumbo is on the table. Ali turns on the stove. The gumbo gets BLANK.,052dddd5-a2cf-5e97-90ed-7e2d2e91f62e,colder,warmer,colder,warmer,colder,1,847.0,3872.0,
A3NATHHYUKKWKN,minimal,The mountain is North of Ali. Ali turns around. The mountain is BLANK Ali.,cbe70172-4bc2-5518-ae97-53e795d58f6a,North of,South of,South of,North of,North of,1,2127.0,3102.0,
A3NATHHYUKKWKN,minimal,The emtpy can is on the table. Ali fills the sink. The can is BLANK.,23582299-2316-5e9e-a72f-ef1038bc4df3,dry,wet,wet,dry,dry,1,2567.0,2552.0,
A3NATHHYUKKWKN,minimal,The empty jar is on the table. Ali knocks the jar over. The table is BLANK.,d0c6d46f-fa2f-5c0a-93d2-5ebf343adfef,dry,wet,dry,wet,dry,1,2703.0,1111.0,
A3NATHHYUKKWKN,minimal,The tablet is on the table. Ali bumps the lamp. The tablet BLANK.,1859f2b1-26a2-5a64-959f-fab9926dbb6d,doesn't break,breaks,breaks,doesn't break,doesn't break,1,335.0,4367.0,
A3NATHHYUKKWKN,minimal,The chili is on the table. Ali turns on the stove. The chili gets BLANK.,688b9409-948b-5506-a5bd-8f72bd8f0cdd,colder,warmer,warmer,colder,colder,1,920.0,2143.0,
AR8XP4934J852,minimal,The tablet is on the table. Ali bumps the lamp. The tablet BLANK.,1859f2b1-26a2-5a64-959f-fab9926dbb6d,doesn't break,breaks,doesn't break,breaks,breaks,0,2249.100000023842,13945.69999998808,
AR8XP4934J852,minimal,The mountain is North of Ali. Ali turns around. The mountain is BLANK Ali.,cbe70172-4bc2-5518-ae97-53e795d58f6a,North of,South of,North of,South of,North of,1,2500.800000011921,20290.69999998808,
AR8XP4934J852,minimal,The chili is on the table. Ali turns on the stove. The chili gets BLANK.,688b9409-948b-5506-a5bd-8f72bd8f0cdd,colder,warmer,colder,warmer,warmer,0,5321.699999988079,3550.899999976158,
AR8XP4934J852,minimal,The gumbo is on the table. Ali turns on the stove. The gumbo gets BLANK.,052dddd5-a2cf-5e97-90ed-7e2d2e91f62e,colder,warmer,warmer,colder,warmer,0,3748.100000023842,2966.199999988079,
AR8XP4934J852,minimal,The empty jar is on the table. Ali knocks the jar over. The table is BLANK.,d0c6d46f-fa2f-5c0a-93d2-5ebf343adfef,dry,wet,dry,wet,wet,0,4384.5,2272.699999988079,
AR8XP4934J852,minimal,The emtpy can is on the table. Ali fills the sink. The can is BLANK.,23582299-2316-5e9e-a72f-ef1038bc4df3,dry,wet,dry,wet,dry,1,6452.0,6274.199999988079,
AR8XP4934J852,minimal,The lamp is on the floor. Ali bumps the table. The lamp BLANK.,730042f0-d8b0-5c6c-8bf7-410416a84eb5,doesn't break,breaks,breaks,doesn't break,doesn't break,1,5345.5,1478.5,
AR8XP4934J852,minimal,The empty pitcher is on the table. Ali knocks the pitcher over. The table is BLANK.,ce777ad4-6e7f-5a27-bd97-42231b86b999,dry,wet,wet,dry,dry,1,10039.5,2506.7999999523163,
AR8XP4934J852,minimal,The sculpture is on the floor. Ali bumps the table. The sculpture BLANK.,6837d037-fd89-5325-945f-ec953cdaf8fc,doesn't break,breaks,breaks,doesn't break,doesn't break,1,4885.100000023842,1381.7999999523165,
AR8XP4934J852,minimal,The ornament is on the table. Ali bumps the lamp. The ornament BLANK.,95cf280f-0045-5691-9286-ca2825f711f3,doesn't break,breaks,doesn't break,breaks,doesn't break,1,13644.100000023842,10817.100000023842,
AR8XP4934J852,minimal,The empty flask is on the table. Ali fills the sink. The flask is BLANK.,9727b31c-2a14-5db5-9980-0074c623524f,dry,wet,dry,wet,dry,1,7004.099999964237,1138.4000000357628,
AR8XP4934J852,minimal,The house is North of Ali. Ali turns around. The house is BLANK Ali.,168b3f9d-5c7e-5e03-948e-a8b96b9e08a7,North of,South of,South of,North of,North of,1,7305.199999988079,7666.600000023842,
A3U0SYY8QC02AR,minimal,The bottle is on the table. Ali bumps the lamp. The bottle BLANK.,8e5290bc-3ba2-56b3-b1c5-33531c9a12ae,doesn't break,breaks,breaks,doesn't break,breaks,0,5932.300000011921,1574.7999999821186,
A3U0SYY8QC02AR,minimal,The mug is on the floor. Ali bumps the table. The mug BLANK.,af3ddb77-e0ef-5dc6-a71f-322ffe4f1f53,doesn't break,breaks,breaks,doesn't break,breaks,0,2793.800000011921,1307.2999999821186,
A3U0SYY8QC02AR,minimal,The jar is on the table. Ali bumps the lamp. The jar BLANK.,ca149acc-4333-5d4e-9b73-b3954089e0b3,doesn't break,breaks,doesn't break,breaks,doesn't break,1,6702.59999999404,5717.199999988079,
A3U0SYY8QC02AR,minimal,The empty thermos is on the table. Ali knocks the thermos over. The table is BLANK.,504496f0-2b75-5a26-8866-95cbb113f5a4,dry,wet,dry,wet,wet,0,4076.900000005961,2805.300000011921,
A3U0SYY8QC02AR,minimal,The empty vase is on the table. Ali fills the sink. The vase is BLANK.,608b5972-0b7e-5142-995f-b84143ea7b33,dry,wet,dry,wet,dry,1,4201.199999988079,3157.4000000059605,
A3U0SYY8QC02AR,minimal,The coffee is on the table. Ali turns on the stove. The coffee gets BLANK.,aad29bfa-c5cb-5d6a-9c3f-296137723195,colder,warmer,colder,warmer,colder,1,3102.800000011921,1165.5,
A3U0SYY8QC02AR,minimal,The ocean is North of Ali. Ali turns around. The ocean is BLANK Ali.,8e94a295-1159-50a9-9ebf-d12558060a5d,North of,South of,South of,North of,South of,0,14523.80000001192,1023.399999976158,
A3U0SYY8QC02AR,minimal,The clock is on the floor. Ali bumps the table. The clock BLANK.,581ab406-6472-5213-8fa5-924e54aadbbb,doesn't break,breaks,doesn't break,breaks,doesn't break,1,2806.2999999821186,4504.800000011921,
A3U0SYY8QC02AR,minimal,The broth is on the table. Ali turns on the stove. The broth gets BLANK.,304f867c-d22c-5f80-8b58-04c39ecc54c7,colder,warmer,colder,warmer,colder,1,4303.299999982119,1463.5999999940395,
A3U0SYY8QC02AR,minimal,The man is North of Ali. Ali turns around. The man is BLANK Ali.,42f4e9ba-3d9f-52aa-aa48-aaf77bdffda2,North of,South of,South of,North of,South of,0,3022.199999988079,2970.399999976158,
A3U0SYY8QC02AR,minimal,The empty can is on the table. Ali knocks the can over. The table is BLANK.,7b0ff26b-5f65-57c0-b1e1-7dac2ab25032,dry,wet,wet,dry,dry,1,2349.5,2988.800000011921,
A3U0SYY8QC02AR,minimal,The glass is on the floor. Ali bumps the table. The glass BLANK.,2a5f6d9c-8b03-5fe5-8a19-87971947d204,doesn't break,breaks,breaks,doesn't break,doesn't break,1,3795.09999999404,919.3000000119208,
A3U0SYY8QC02AR,minimal,The empty mug is on the table. Ali fills the sink. The mug is BLANK.,36794563-6ac8-5075-8df5-b2ecbd8f8c8b,dry,wet,dry,wet,dry,1,3113.7999999821186,3139.0,
AZYO712QAF8HI,minimal,The empty glass is on the table. Ali knocks the glass over. The table is BLANK.,03be173e-02aa-5a79-968a-ce8ea00117d3,dry,wet,wet,dry,dry,1,5286.79999999993,6952.29999999993,
AZYO712QAF8HI,minimal,The empty cup is on the table. Ali fills the sink. The cup is BLANK.,01ab1e92-2477-582f-a9a9-917cb2a0983b,dry,wet,dry,wet,dry,1,5710.900000000023,12008.099999999977,
AZYO712QAF8HI,minimal,The glass is on the table. Ali bumps the lamp. The glass BLANK.,4c8e019f-3f91-5c88-bdea-d68026fd0446,doesn't break,breaks,breaks,doesn't break,doesn't break,1,1327.5,18239.69999999996,
AZYO712QAF8HI,minimal,The empty glass is on the table. Ali fills the sink. The glass is BLANK.,34ea25b7-8077-5b64-bc1b-17e62828dfb0,dry,wet,dry,wet,dry,1,5215.400000000023,10096.400000000023,
AZYO712QAF8HI,minimal,The soup is on the table. Ali turns on the stove. The soup gets BLANK.,43bffc24-3955-522c-a74b-5fd4b204d283,colder,warmer,warmer,colder,warmer,0,3991.100000000093,6527.800000000047,
AZYO712QAF8HI,minimal,The vase is on the table. Ali bumps the lamp. The vase BLANK.,2f76e57c-aad0-59fa-99e3-ad747c8c14d1,doesn't break,breaks,doesn't break,breaks,doesn't break,1,1559.1000000000931,9479.700000000186,
AZYO712QAF8HI,minimal,The vase is on the floor. Ali bumps the table. The vase BLANK.,b981d9fe-77c9-531c-afc1-fc37c2d11e04,doesn't break,breaks,doesn't break,breaks,doesn't break,1,1231.2999999998135,5639.300000000047,
AZYO712QAF8HI,minimal,The glass is on the floor. Ali bumps the table. The glass BLANK.,2a5f6d9c-8b03-5fe5-8a19-87971947d204,doesn't break,breaks,breaks,doesn't break,doesn't break,1,1895.100000000093,9752.09999999986,
AZYO712QAF8HI,minimal,The empty mug is on the table. Ali knocks the mug over. The table is BLANK.,7f7d49b6-0545-5dd9-9166-80fc48a498e7,dry,wet,wet,dry,dry,1,1311.1000000000931,5936.0,
AZYO712QAF8HI,minimal,The statue is North of Ali. Ali turns around. The statue is BLANK Ali.,54f3455a-0981-5b04-b253-5891eb7c16e5,North of,South of,South of,North of,South of,0,1287.0999999998603,6599.5,
AZYO712QAF8HI,minimal,The empty glass is on the table. Ali knocks the glass over. The table is BLANK.,03be173e-02aa-5a79-968a-ce8ea00117d3,dry,wet,dry,wet,dry,1,1255.3999999999069,5663.800000000047,
AZYO712QAF8HI,minimal,The painting is North of Ali. Ali turns around. The painting is BLANK Ali.,64e3f33d-f1bb-5469-960d-6b974ada7e0a,North of,South of,North of,South of,South of,0,671.3999999999069,6655.59999999986,
AZYO712QAF8HI,minimal,The porridge is on the table. Ali turns on the stove. The porridge gets BLANK.,2b80b416-13b1-5a5a-9b61-4c40aac5cf9e,colder,warmer,colder,warmer,warmer,0,1239.5999999998603,5975.699999999953,
A3M42ZQTKMCF5Y,minimal,The street is North of Ali. Ali turns around. The street is BLANK Ali.,51679ab6-e072-51aa-920a-095c3ab09319,North of,South of,South of,North of,North of,1,1326.0,4249.199999809265,
A3M42ZQTKMCF5Y,minimal,The whiteboard is North of Ali. Ali turns around. The whiteboard is BLANK Ali.,a375252e-8be0-5a31-8826-ab7a09baa72d,North of,South of,North of,South of,South of,0,2138.5,2954.3999996185303,
A3M42ZQTKMCF5Y,minimal,The television is on the floor. Ali bumps the table. The television BLANK.,4e7ee80f-f119-5b6d-82df-ba4d4ad03735,doesn't break,breaks,breaks,doesn't break,doesn't break,1,899.1000003814697,3606.800000190735,
A3M42ZQTKMCF5Y,minimal,The clock is on the table. Ali bumps the lamp. The clock BLANK.,cb7a432a-c5db-586f-98f9-422792efd822,doesn't break,breaks,doesn't break,breaks,breaks,0,878.7999997138977,4580.699999809265,
A3M42ZQTKMCF5Y,minimal,The steak is on the table. Ali turns on the stove. The steak gets BLANK.,403f4fa5-5200-5d22-9f1b-6e2c2edf755c,colder,warmer,warmer,colder,warmer,0,919.5999999046326,8790.099999904633,
A3M42ZQTKMCF5Y,minimal,The mirror is on the floor. Ali bumps the table. The mirror BLANK.,c476f558-1f2e-503e-90a0-b300840ca6e1,doesn't break,breaks,doesn't break,breaks,breaks,0,867.5,1364.0,
A3M42ZQTKMCF5Y,minimal,The empty jug is on the table. Ali knocks the jug over. The table is BLANK.,2fc6d99a-038d-5235-bc08-f350777f4e86,dry,wet,dry,wet,wet,0,1046.7000002861023,5403.300000190735,
A3M42ZQTKMCF5Y,minimal,The empty tub is on the table. Ali fills the sink. The tub is BLANK.,cc2cb203-9a96-586b-9727-0a8212155c43,dry,wet,dry,wet,wet,0,3126.099999904633,3320.199999809265,
A3M42ZQTKMCF5Y,minimal,The empty vase is on the table. Ali knocks the vase over. The table is BLANK.,c79d12ce-733d-590c-bf09-4db1c50645ce,dry,wet,dry,wet,wet,0,669.8999996185303,4208.700000286102,
A3M42ZQTKMCF5Y,minimal,The empty thermos is on the table. Ali fills the sink. The thermos is BLANK.,ca1d2738-b7ef-5748-bc41-00d7b201a41c,dry,wet,dry,wet,wet,0,952.7999997138976,2310.9000000953674,
A3M42ZQTKMCF5Y,minimal,The sculpture is on the table. Ali bumps the lamp. The sculpture BLANK.,8f5095bc-b58d-59fb-94fa-7c121e14b746,doesn't break,breaks,breaks,doesn't break,doesn't break,1,1209.2000002861023,3113.199999809265,
A3M42ZQTKMCF5Y,minimal,The fish is on the table. Ali turns on the stove. The fish gets BLANK.,4ec9870c-0c7d-5611-b076-993ce15358f1,colder,warmer,warmer,colder,colder,1,1209.3000001907349,5400.599999904633,
A3SES60ZREVQ2G,minimal,The emtpy can is on the table. Ali fills the sink. The can is BLANK.,23582299-2316-5e9e-a72f-ef1038bc4df3,dry,wet,dry,wet,wet,0,666.0,6253.0,
A3SES60ZREVQ2G,minimal,The chili is on the table. Ali turns on the stove. The chili gets BLANK.,688b9409-948b-5506-a5bd-8f72bd8f0cdd,colder,warmer,colder,warmer,warmer,0,957.9999999999854,4412.0,
A3SES60ZREVQ2G,minimal,The gumbo is on the table. Ali turns on the stove. The gumbo gets BLANK.,052dddd5-a2cf-5e97-90ed-7e2d2e91f62e,colder,warmer,colder,warmer,warmer,0,787.0,6698.0,
A3SES60ZREVQ2G,minimal,The ornament is on the table. Ali bumps the lamp. The ornament BLANK.,95cf280f-0045-5691-9286-ca2825f711f3,doesn't break,breaks,doesn't break,breaks,doesn't break,1,12988.0,4891.0,
A3SES60ZREVQ2G,minimal,The tablet is on the table. Ali bumps the lamp. The tablet BLANK.,1859f2b1-26a2-5a64-959f-fab9926dbb6d,doesn't break,breaks,breaks,doesn't break,doesn't break,1,7032.0,1829.999999999971,
A3SES60ZREVQ2G,minimal,The empty pitcher is on the table. Ali knocks the pitcher over. The table is BLANK.,ce777ad4-6e7f-5a27-bd97-42231b86b999,dry,wet,dry,wet,wet,0,22519.0,4049.0,
A3SES60ZREVQ2G,minimal,The empty flask is on the table. Ali fills the sink. The flask is BLANK.,9727b31c-2a14-5db5-9980-0074c623524f,dry,wet,wet,dry,wet,0,1518.0,2310.0,
A3SES60ZREVQ2G,minimal,The empty jar is on the table. Ali knocks the jar over. The table is BLANK.,d0c6d46f-fa2f-5c0a-93d2-5ebf343adfef,dry,wet,dry,wet,dry,1,4251.0,1786.0,
A3SES60ZREVQ2G,minimal,The mountain is North of Ali. Ali turns around. The mountain is BLANK Ali.,cbe70172-4bc2-5518-ae97-53e795d58f6a,North of,South of,South of,North of,South of,0,3480.0,1546.0,
A3SES60ZREVQ2G,minimal,The lamp is on the floor. Ali bumps the table. The lamp BLANK.,730042f0-d8b0-5c6c-8bf7-410416a84eb5,doesn't break,breaks,doesn't break,breaks,doesn't break,1,3281.0,1528.0000000000582,
A3SES60ZREVQ2G,minimal,The house is North of Ali. Ali turns around. The house is BLANK Ali.,168b3f9d-5c7e-5e03-948e-a8b96b9e08a7,North of,South of,South of,North of,South of,0,11483.0,1222.0,
A3SES60ZREVQ2G,minimal,The sculpture is on the floor. Ali bumps the table. The sculpture BLANK.,6837d037-fd89-5325-945f-ec953cdaf8fc,doesn't break,breaks,doesn't break,breaks,doesn't break,1,35153.0,3629.999999999942,
A6GOBO2C3AO71,minimal,The tree is North of Ali. Ali turns around. The tree is BLANK Ali.,f8a90dad-f837-555e-beb1-3a5da5eb35ef,North of,South of,North of,South of,South of,0,2049.39999999106,18360.40000000596,
A6GOBO2C3AO71,minimal,The museum is North of Ali. Ali turns around. The museum is BLANK Ali.,11d7dec7-34c3-5381-80c8-460155badd74,North of,South of,North of,South of,South of,0,1905.4000000059605,22701.79999999702,
A6GOBO2C3AO71,minimal,The empty box is on the table. Ali fills the sink. The box is BLANK.,58b88005-7f83-54dc-8994-ba230c248673,dry,wet,dry,wet,dry,1,2075.70000000298,20519.5,
A6GOBO2C3AO71,minimal,The cup is on the table. Ali bumps the lamp. The cup BLANK.,e9a925cf-de07-55f7-8ab3-9f28791b3728,doesn't break,breaks,doesn't break,breaks,doesn't break,1,1007.8000000119208,34404.20000000298,
A6GOBO2C3AO71,minimal,The water is on the table. Ali turns on the stove. The water gets BLANK.,d363d97e-3c05-5ea9-b0af-4bfba2258626,colder,warmer,colder,warmer,warmer,0,2442.199999988079,34783.30000001192,
A6GOBO2C3AO71,minimal,The empty teapot is on the table. Ali knocks the teapot over. The table is BLANK.,35b3312e-b7e0-59b8-933b-ec0336ad5162,dry,wet,dry,wet,dry,1,979.7000000029802,124865.40000000596,
A6GOBO2C3AO71,minimal,The pasta is on the table. Ali turns on the stove. The pasta gets BLANK.,a74a9014-1030-5c5d-b1d0-43ada1ff9c9d,colder,warmer,warmer,colder,warmer,0,2247.5,145797.40000000596,
A6GOBO2C3AO71,minimal,The empty bowl is on the table. Ali fills the sink. The bowl is BLANK.,b53176cd-e250-5a59-b3be-ceaba45ea634,dry,wet,wet,dry,wet,0,1994.5,234415.29999999705,
A6GOBO2C3AO71,minimal,The television is on the table. Ali bumps the lamp. The television BLANK.,60833207-b675-5f32-ab67-85a791ce814f,doesn't break,breaks,breaks,doesn't break,breaks,0,99.40000000596046,1612.4000000059605,
A6GOBO2C3AO71,minimal,The empty wineglass is on the table. Ali knocks the wineglass over. The table is BLANK.,dfb0bf34-70f6-5390-b055-469ef8e6506c,dry,wet,wet,dry,wet,0,915.2000000029802,441154.5999999941,
A6GOBO2C3AO71,minimal,The jar is on the floor. Ali bumps the table. The jar BLANK.,272fb3b8-f899-5ff0-ae86-55a1cddaa8e6,doesn't break,breaks,doesn't break,breaks,doesn't break,1,224.5999999940396,1932.800000011921,
A6GOBO2C3AO71,minimal,The cup is on the floor. Ali bumps the table. The cup BLANK.,852b0651-2c81-5807-ba4a-d3f2a56a5e5d,doesn't break,breaks,breaks,doesn't break,breaks,0,648.0999999940395,534.7999999970198,
A6GOBO2C3AO71,minimal,The tree is North of Ali. Ali turns around. The tree is BLANK Ali.,f8a90dad-f837-555e-beb1-3a5da5eb35ef,North of,South of,South of,North of,South of,0,518.2999999970198,2493.70000000298,
A6GOBO2C3AO71,minimal,The tree is North of Ali. Ali turns around. The tree is BLANK Ali.,f8a90dad-f837-555e-beb1-3a5da5eb35ef,North of,South of,,,South of,-1,,,I think it is a correct answer.
A6GOBO2C3AO71,minimal,The museum is North of Ali. Ali turns around. The museum is BLANK Ali.,11d7dec7-34c3-5381-80c8-460155badd74,North of,South of,South of,North of,South of,0,807.9000000059605,1754.2999999970198,
A6GOBO2C3AO71,minimal,The museum is North of Ali. Ali turns around. The museum is BLANK Ali.,11d7dec7-34c3-5381-80c8-460155badd74,North of,South of,,,South of,-1,,,I think it is a correct answer. 
A6GOBO2C3AO71,minimal,The empty box is on the table. Ali fills the sink. The box is BLANK.,58b88005-7f83-54dc-8994-ba230c248673,dry,wet,dry,wet,dry,1,674.0,3279.699999988079,
A6GOBO2C3AO71,minimal,The empty box is on the table. Ali fills the sink. The box is BLANK.,58b88005-7f83-54dc-8994-ba230c248673,dry,wet,,,dry,-1,,,I think it is a correct answer.
A6GOBO2C3AO71,minimal,The water is on the table. Ali turns on the stove. The water gets BLANK.,d363d97e-3c05-5ea9-b0af-4bfba2258626,colder,warmer,warmer,colder,warmer,0,1264.8999999910593,673.2999999970198,
A6GOBO2C3AO71,minimal,The water is on the table. Ali turns on the stove. The water gets BLANK.,d363d97e-3c05-5ea9-b0af-4bfba2258626,colder,warmer,,,warmer,-1,,,I think it is a correct answer.
A6GOBO2C3AO71,minimal,The empty teapot is on the table. Ali knocks the teapot over. The table is BLANK.,35b3312e-b7e0-59b8-933b-ec0336ad5162,dry,wet,dry,wet,dry,1,273.40000000596046,919.6000000089408,
A6GOBO2C3AO71,minimal,The empty teapot is on the table. Ali knocks the teapot over. The table is BLANK.,35b3312e-b7e0-59b8-933b-ec0336ad5162,dry,wet,,,dry,-1,,,I think it is a correct answer.
A6GOBO2C3AO71,minimal,The pasta is on the table. Ali turns on the stove. The pasta gets BLANK.,a74a9014-1030-5c5d-b1d0-43ada1ff9c9d,colder,warmer,warmer,colder,warmer,0,1021.0,1159.1000000089407,
A6GOBO2C3AO71,minimal,The pasta is on the table. Ali turns on the stove. The pasta gets BLANK.,a74a9014-1030-5c5d-b1d0-43ada1ff9c9d,colder,warmer,,,warmer,-1,,,I think it is a correct answer.
A6GOBO2C3AO71,minimal,The empty bowl is on the table. Ali fills the sink. The bowl is BLANK.,b53176cd-e250-5a59-b3be-ceaba45ea634,dry,wet,wet,dry,wet,0,58.79999999701977,1742.9000000059605,
