subj_code,eval,session,prompt,prompt_uuid,res_A,res_B,left_response,right_response,final_answer,is_correct,space_rt,choice_rt,justification,prompt_type,category
A2KTQS8KIG5GIU,retest,2,Mark is directly South of Paris and Ali is directly West of Paris. Mark is BLANK of Ali.,4690ea72-a11d-5004-8bed-c2d12e52a1a1,Southeast,Northwest,Southeast,Northwest,Southeast,1,563.6000000238419,1863.100000023842,,target,two_refs_geocentric
A2KTQS8KIG5GIU,retest,2,Mark is directly South of Paris and Ali is directly West of Paris. Mark is BLANK of Ali.,4690ea72-a11d-5004-8bed-c2d12e52a1a1,Southeast,Northwest,,,Southeast,-1,,,because that is the right direction,target,two_refs_geocentric
A2KTQS8KIG5GIU,retest,2,Milwaukee is North of Mark. Mark goes BLANK. Milwaukee is Northwest of Mark.,a4e641f8-8936-52ee-87ee-a034509bc15f,East,West,East,West,West,0,576.3000000119209,1423.300000011921,,context,two_refs_geocentric
A2KTQS8KIG5GIU,retest,2,Milwaukee is North of Mark. Mark goes BLANK. Milwaukee is Northwest of Mark.,a4e641f8-8936-52ee-87ee-a034509bc15f,East,West,,,West,-1,,,because he is at west,context,two_refs_geocentric
A2KTQS8KIG5GIU,retest,2,Mark is East of Budapest and Ali is West of Budapest. Ali walks directly towards Mark. Ali is heading BLANK.,50388291-cfb1-51f5-b757-16c6ee10b4c6,East,West,East,West,East,1,742.5,583.8999999761581,,target,two_refs_geocentric
A2KTQS8KIG5GIU,retest,2,Mark is East of Budapest and Ali is West of Budapest. Ali walks directly towards Mark. Ali is heading BLANK.,50388291-cfb1-51f5-b757-16c6ee10b4c6,East,West,,,East,-1,,,because that is the right direction,target,two_refs_geocentric
A2KTQS8KIG5GIU,retest,2,Mark is facing BLANK and Ali is facing West. Mark turns around. Mark is facing West.,e7a0ff83-cb27-54fe-bcf5-24d5d5f5b950,East,West,East,West,East,1,873.4000000357628,574.0,,context,two_refs_geocentric
A2KTQS8KIG5GIU,retest,2,Mark is facing BLANK and Ali is facing West. Mark turns around. Mark is facing West.,e7a0ff83-cb27-54fe-bcf5-24d5d5f5b950,East,West,,,East,-1,,,because that is the right direction,context,two_refs_geocentric
A2KTQS8KIG5GIU,retest,2,Mark is BLANK of Ali. Mark turns right. Mark is East of Ali.,cb89881b-c899-5760-bd9d-f73c4ab4521c,East,West,East,West,West,0,822.7000000476837,6376.600000023842,,context,two_refs_geocentric
A2KTQS8KIG5GIU,retest,2,Mark is BLANK of Ali. Mark turns right. Mark is East of Ali.,cb89881b-c899-5760-bd9d-f73c4ab4521c,East,West,,,West,-1,,,because that is the right direction,context,two_refs_geocentric
A2KTQS8KIG5GIU,retest,2,Mark is BLANK of Ali facing East. Ali is West of Mark facing West. Mark is facing away from Ali.,a55a83e9-f5a4-5aee-907d-c7ec664911e3,East,West,West,East,West,0,946.5,13684.400000035765,,context,two_refs_geocentric
A2KTQS8KIG5GIU,retest,2,Mark is BLANK of Ali facing East. Ali is West of Mark facing West. Mark is facing away from Ali.,a55a83e9-f5a4-5aee-907d-c7ec664911e3,East,West,,,West,-1,,,because that is the right direction,context,two_refs_geocentric
A2KTQS8KIG5GIU,retest,2,Mark is directly North of Paris and Ali is directly East of Paris. Ali is BLANK of Mark.,aa5c807a-59e5-5c99-9121-657d75026f33,Southeast,Northwest,Northwest,Southeast,Southeast,1,621.2999999523163,1460.0,,target,two_refs_geocentric
A2KTQS8KIG5GIU,retest,2,Mark is directly North of Paris and Ali is directly East of Paris. Ali is BLANK of Mark.,aa5c807a-59e5-5c99-9121-657d75026f33,Southeast,Northwest,,,Southeast,-1,,,because Ali is directly East of Paris,target,two_refs_geocentric
A2KTQS8KIG5GIU,retest,2,Milwaukee is South of Mark. Mark goes BLANK. Mark is Northeast of Milwaukee.,e35d39b7-29e7-5f8f-89c1-1daa34e84ebd,West,East,East,West,East,0,1360.800000011921,2122.100000023842,,context,two_refs_geocentric
A2KTQS8KIG5GIU,retest,2,Milwaukee is South of Mark. Mark goes BLANK. Mark is Northeast of Milwaukee.,e35d39b7-29e7-5f8f-89c1-1daa34e84ebd,West,East,,,East,-1,,,Milwaukee is South of Mark,context,two_refs_geocentric
A2KTQS8KIG5GIU,retest,2,Mark is West of Ali facing East. Ali is East of Mark facing West. Mark is facing BLANK Ali.,c653d385-9060-521b-a3d2-7b3bdc386792,towards,away from,towards,away from,away from,0,612.5999999642372,3507.200000047684,,target,two_refs_geocentric
A2KTQS8KIG5GIU,retest,2,Mark is West of Ali facing East. Ali is East of Mark facing West. Mark is facing BLANK Ali.,c653d385-9060-521b-a3d2-7b3bdc386792,towards,away from,,,away from,-1,,,Ali is East of Mark facing West,target,two_refs_geocentric
A2KTQS8KIG5GIU,retest,2,Mark is directly BLANK of Paris and Ali is directly West of Paris. Mark is Southeast of Ali.,a51303e7-76ef-51f7-9a59-552caefc177c,South,North,North,South,North,0,634.6999999880791,410.8999999761581,,context,two_refs_geocentric
A2KTQS8KIG5GIU,retest,2,Mark is directly BLANK of Paris and Ali is directly West of Paris. Mark is Southeast of Ali.,a51303e7-76ef-51f7-9a59-552caefc177c,South,North,,,North,-1,,,Ali is directly West of Paris,context,two_refs_geocentric
A2KTQS8KIG5GIU,retest,2,Mark and Ali are both directly East of Budapest. Mark walks North. Ali is BLANK of Mark.,b4bfe01b-251a-51c6-a900-d1307f5ec5cb,South,North,North,South,North,0,2924.699999988079,835.0,,target,two_refs_geocentric
A2KTQS8KIG5GIU,retest,2,Mark and Ali are both directly East of Budapest. Mark walks North. Ali is BLANK of Mark.,b4bfe01b-251a-51c6-a900-d1307f5ec5cb,South,North,,,North,-1,,,Mark walks North,target,two_refs_geocentric
A2KTQS8KIG5GIU,retest,2,Mark is directly BLANK of Paris and Ali is directly East of Paris. Ali is Southeast of Mark.,6e10089a-e617-5030-bd22-9e91d030d1e8,North,South,North,South,North,1,717.6999999880791,4995.199999988079,,context,two_refs_geocentric
A2KTQS8KIG5GIU,retest,2,Mark is directly BLANK of Paris and Ali is directly East of Paris. Ali is Southeast of Mark.,6e10089a-e617-5030-bd22-9e91d030d1e8,North,South,,,North,-1,,,Ali is directly East of Paris,context,two_refs_geocentric
A2KTQS8KIG5GIU,retest,2,Mark is directly BLANK of Milwaukee and Ali is directly South of Milwaukee. Mark is North of Ali.,8b1ae5e4-7c7a-5bae-9134-05bdd1959d95,North,South,South,North,North,1,2844.699999988079,2981.300000011921,,context,two_refs_geocentric
A2KTQS8KIG5GIU,retest,2,Mark is directly BLANK of Milwaukee and Ali is directly South of Milwaukee. Mark is North of Ali.,8b1ae5e4-7c7a-5bae-9134-05bdd1959d95,North,South,,,North,-1,,,Ali is directly South of Milwaukee,context,two_refs_geocentric
A2KTQS8KIG5GIU,retest,2,Milwaukee is South of Mark. Mark goes West. Mark is BLANK of Milwaukee.,e23f07b1-bdfa-5969-9480-74020b4ede21,Northest,Southeast,Southeast,Northest,Southeast,0,2664.699999988079,1018.0999999642372,,target,two_refs_geocentric
A2KTQS8KIG5GIU,retest,2,Milwaukee is South of Mark. Mark goes West. Mark is BLANK of Milwaukee.,e23f07b1-bdfa-5969-9480-74020b4ede21,Northest,Southeast,,,Southeast,-1,,,Mark goes West,target,two_refs_geocentric
A2V2FWJO9PMPK3,retest,1,Mark is behind Ali. Mark walks backwards. Mark is getting BLANK Ali.,48bff914-3c65-5b87-a359-0a1184e0384a,further from,closer to,closer to,further from,further from,1,7699.300000011921,26085.89999997616,,target,two_refs_egocentric
A2V2FWJO9PMPK3,retest,1,Mark is facing BLANK Ali. Ali turns around. Mark is facing away Ali.,895de9d1-e0d1-5c72-8735-26632183eb17,away from,towards,towards,away from,away from,1,2008.300000011921,16230.0,,context,two_refs_egocentric
A2V2FWJO9PMPK3,retest,1,Mark is in front of Ali. Mark walks forwards. Mark is getting BLANK Ali.,2829a666-eb26-5378-b0eb-cfd72cc8b03f,further from,closer to,further from,closer to,further from,1,1833.9000000357628,13750.0,,target,two_refs_egocentric
A2V2FWJO9PMPK3,retest,1,Mark and Ali are both facing BLANK. Ali turns to his left. Ali is facing away from Mark.,6b81874a-94f4-52ac-8699-24e6582fc7e8,right,left,right,left,right,1,1519.899999976158,12309.69999998808,,context,two_refs_egocentric
A2V2FWJO9PMPK3,retest,1,Mark is BLANK Ali. Mark walks forwards. Mark is getting further from Ali.,65c476d8-7b46-50ad-9fa1-ba59c9300205,in front of,behind,behind,in front of,behind,0,1518.5999999642372,17150.30000001192,,context,two_refs_egocentric
A2V2FWJO9PMPK3,retest,1,Mark and Ali are both facing right. Ali turns to his left. Ali is facing BLANK Mark.,313894db-d76b-5163-8db3-6e5c4869a7c2,away from,towards,away from,towards,towards,0,1684.399999976158,12269.80000001192,,target,two_refs_egocentric
A2V2FWJO9PMPK3,retest,1,The tennis ball is BLANK the bowling ball. Ali rolls the bowling ball. The bowling ball is further from the tennis ball.,4da6b0a2-fbd8-5d77-8b6a-05110a23606c,touching,far from,touching,far from,far from,0,1394.699999988079,14185.0,,context,relative_pos
A2V2FWJO9PMPK3,retest,1,Mark is facing BLANK and Ali is facing left. Mark turns to his left. Mark is facing towards Ali.,7de47fb4-c4b1-5b47-be35-ade455a74837,right,left,left,right,right,1,1523.5,11610.30000001192,,context,two_refs_egocentric
A2V2FWJO9PMPK3,retest,1,The box is next to the ball. Ali puts the BLANK. the ball is larger than the box.,d0f6e14f-c11f-5129-a06d-757d2ef1f3e0,box inside the ball,ball inside the box,box inside the ball,ball inside the box,ball inside the box,0,715.0,75530.40000003576,,context,relative_pos
A2V2FWJO9PMPK3,retest,1,The box is next to the desk. Ali stacks the desk on the box. The box is BLANK the desk.,8aeff28e-26ae-521e-82a2-2e601a18054c,below,above,below,above,below,1,988.899999976158,11850.19999998808,,target,relative_pos
A2V2FWJO9PMPK3,retest,1,Ali is facing towards Mark. Ali turns around. Ali is facing BLANK Mark.,03aa1fc7-369b-5dbc-a94e-7d6f36d60ff7,away,towards,towards,away,away,1,1589.4000000357628,11394.80000001192,,target,two_refs_egocentric
A2V2FWJO9PMPK3,retest,1,The ball is inside the box. Ali picks up the ball. The ball is BLANK the box.,5a02c0af-7a58-5836-894b-de2e4b5c22df,not touching,touching,touching,not touching,not touching,1,1519.699999988079,8494.700000047684,,target,relative_pos
A2V2FWJO9PMPK3,retest,1,Mark is facing right and Ali is facing left. Mark turns to his left. Mark is facing BLANK Ali.,fd16ce5b-b6ff-590c-8c7d-97dea24f49f2,towards,away from,away from,towards,towards,1,1599.800000011921,9569.5,,target,two_refs_egocentric
A2V2FWJO9PMPK3,retest,1,Mark is BLANK Ali. Mark walks forwards. Mark is getting closer to Ali.,c2e3cc6a-24a4-5d9e-9c86-9aa843019959,behind,in front of,in front of,behind,behind,1,779.5,11955.400000035765,,context,two_refs_egocentric
A2V2FWJO9PMPK3,retest,1,Ali is to the BLANK Mark. Mark looks to his left and Ali looks to his right. Ali is facing away from Mark.,5042a6f6-7c11-5467-85b5-0ab828d3c5d1,right of,left of,left of,right of,right of,1,22084.60000002384,10089.899999976158,,context,two_refs_egocentric
A2V2FWJO9PMPK3,retest,1,Ali is holding the tennis ball and the ping pong ball is on the floor. Ali BLANK the ping pong ball. The ping pong ball is closer to the tennis ball.,e9045eb2-8977-5b55-a497-b208a72d84e3,drops,picks up,picks up,drops,drops,1,340.10000002384186,11949.799999952316,,context,relative_pos
A2V2FWJO9PMPK3,retest,1,Mark and Ali are both facing BLANK. Ali turns to his right. Ali is facing away from Mark.,e558cc86-f7fb-53e8-a6d0-b663f3736066,left,right,left,right,left,1,698.3999999761581,22940.19999998808,,context,two_refs_egocentric
A2V2FWJO9PMPK3,retest,1,The ball and the box are on the table. Ali picks up the ball. The ball is BLANK the box.,86bdb97e-1aa8-54ef-91f1-a041c3184f9e,higher than,lower than,lower than,higher than,higher than,1,1659.600000023842,15359.80000001192,,target,relative_pos
A2V2FWJO9PMPK3,retest,1,The box is next to the desk. Ali stacks the BLANK. The box is below the desk.,c2788238-3365-5292-9d47-fe45ebf9d292,desk on the box,box on the desk,desk on the box,box on the desk,box on the desk,0,2131.199999988079,11560.80000001192,,context,relative_pos
A2V2FWJO9PMPK3,retest,1,Ali is to Mark's right. Ali turns around. Ali is to Mark's BLANK.,fb50aa4f-e1a5-5502-b6c5-af9ac29e973f,right,left,right,left,left,0,1754.300000011921,12291.19999998808,,target,two_refs_egocentric
A2V2FWJO9PMPK3,retest,1,Mark is BLANK Ali. Mark walks backwards. Mark is getting further from Ali.,ecf7b885-f68f-5217-ad5e-060cd2931386,behind,in front of,behind,in front of,in front of,0,869.1000000238419,13803.0,,context,two_refs_egocentric
A2V2FWJO9PMPK3,retest,1,Ali is to the right of Mark. Mark looks to his left and Ali looks to his right. Ali is facing BLANK Mark.,55e95efb-f247-5bea-8540-4b6bee6c11de,away from,towards,towards,away from,away from,1,1517.699999988079,9588.899999976158,,target,two_refs_egocentric
A2V2FWJO9PMPK3,retest,1,Mark is to the BLANK Ali. Mark looks to his left and Ali looks to his left. Ali is facing towards Mark.,32e2f418-ea5f-51a7-b0a7-31dc7b546d0d,left of,right of,left of,right of,right of,0,729.5,15578.0,,context,two_refs_egocentric
A2V2FWJO9PMPK3,retest,1,The ball and the box are on top of the ramp. The ball rolls down the ramp. The ball is BLANK the box.,43ee992d-ffc4-5dbd-9aa3-d6017f8b92d1,lower than,higher than,higher than,lower than,lower than,1,1212.5,10639.099999964235,,target,relative_pos
A2V2FWJO9PMPK3,retest,1,Ali and Mark are facing eachother. Mark turns around. Ali is facing BLANK Mark.,0f27ed08-ff9a-593c-a9d7-a3c11c3fa063,towards,away from,away from,towards,away from,0,400.8999999761581,9598.30000001192,,target,two_refs_egocentric
A2V2FWJO9PMPK3,retest,1,Ali is to Mark's BLANK. Ali turns around. Ali is to Mark's right.,3d9a8209-4859-5626-ae60-7106a591cf7d,right,left,right,left,left,0,1556.899999976158,9562.400000035765,,context,two_refs_egocentric
A2V2FWJO9PMPK3,retest,1,Ali is to Mark's BLANK. Mark turns around. Ali is to Mark's left.,0d41b0d1-a40c-52ae-8a94-0328e70ebb21,right,left,left,right,right,1,569.8000000119209,17282.099999964237,,context,two_refs_egocentric
A2V2FWJO9PMPK3,retest,1,Mark is to the left of Ali. Mark looks to his left and Ali looks to his right. Ali is facing BLANK Mark.,d2172169-bc46-53a4-b15d-1427bee617a3,away from,towards,away from,towards,towards,0,515.3000000119209,12292.400000035765,,target,two_refs_egocentric
A2V2FWJO9PMPK3,retest,1,The box is next to the ball. Ali puts the ball inside the box. The ball is BLANK the box.,8b324b61-eae2-5fb9-a533-4edc94fc8959,touching,not touching,not touching,touching,touching,1,288.7999999523163,10738.900000035765,,target,relative_pos
A2V2FWJO9PMPK3,retest,1,The tennis ball is at the top of the ramp and the bowling ball is at the BLANK of the ramp. Ali rolls the tennis ball down the ramp. The tennis ball is getting closer to the bowling ball.,46fb383c-f8fd-5ce3-96b1-e50d6899f10d,bottom,top,bottom,top,bottom,1,290.4000000357628,9468.0,,context,relative_pos
A2V2FWJO9PMPK3,retest,1,Ali is facing BLANK Mark. Ali turns around. Ali is facing towards Mark.,449d83b2-712b-5aac-8c22-00d1bb07b0f7,away from,towards,away from,towards,away from,1,412.0,21105.30000001192,,context,two_refs_egocentric
A2V2FWJO9PMPK3,retest,1,Ali and Mark are facing eachother. BLANK turns around. Ali is facing towards Mark.,554eecfd-5f36-53a1-a69b-9db494809329,Mark,Ali,Mark,Ali,Mark,1,619.7999999523163,11000.799999952316,,context,two_refs_egocentric
A2V2FWJO9PMPK3,retest,1,Ali is to Mark's right. Mark turns around. Ali is to Mark's BLANK.,2206d693-156b-580d-a926-7c9dd845f0df,left,right,right,left,left,1,355.69999998807907,15643.30000001192,,target,two_refs_egocentric
A2V2FWJO9PMPK3,retest,1,Ali is holding the tennis ball and the ping pong ball is on the floor. Ali picks up the ping pong ball. The ping pong ball is BLANK the tennis ball.,af77a546-4fb5-5490-b4db-cac9fd597078,closer to,further from,closer to,further from,closer to,1,252.19999998807907,9670.0,,target,relative_pos
A2V2FWJO9PMPK3,retest,1,Ali is to the right of Mark. Mark looks to his left. Mark BLANK Ali.,fbf592f6-8ba1-5c3c-9621-b9b115f14b45,can't see,sees,can't see,sees,can't see,1,779.6999999880791,10589.80000001192,,target,two_refs_egocentric
A2V2FWJO9PMPK3,retest,1,Mark is behind Ali. Mark walks fowards. Mark is getting BLANK Ali.,95034e79-b705-587b-9cd2-41aa02e2609b,closer to,further from,closer to,further from,closer to,1,360.8999999761581,12600.799999952316,,target,two_refs_egocentric
A2V2FWJO9PMPK3,retest,1,Mark and Ali are facing BLANK eachother. Mark turns around. Ali is facing away from Mark.,7639e22f-157b-54af-bc89-d24f4f594fbc,away from,towards,towards,away from,towards,0,406.699999988079,12979.900000035765,,context,two_refs_egocentric
A2V2FWJO9PMPK3,retest,1,Ali is holding the tennis ball and the ping pong ball. Ali BLANK the ping pong ball. The ping pong ball is further from the tennis ball.,e0a90fc5-4ebc-567a-bbc8-8bd5d3b008ec,drops,picks up,drops,picks up,drops,1,371.300000011921,10289.0,,context,relative_pos
A2V2FWJO9PMPK3,retest,1,Ali is facing BLANK Mark. Ali turns around. Ali is facing away from Mark.,f4266518-1793-5186-bc8d-ae526e9a43f9,towards,away from,away from,towards,towards,1,330.5,9319.69999998808,,context,two_refs_egocentric
A2V2FWJO9PMPK3,retest,1,The box is next to the ball. Ali puts the box inside the ball. the ball is BLANK the box.,e9cd54e4-b0c0-5fb6-b31f-9d48dd2f95be,larger than,smaller than,smaller than,larger than,larger than,1,327.19999998807907,9520.299999952316,,target,relative_pos
A2V2FWJO9PMPK3,retest,1,Ali is to the BLANK Mark. Mark looks to his right. Mark see Ali.,162a2775-ee11-5113-88b7-2c0428ec9880,right of,left of,left of,right of,left of,0,959.9000000357628,32779.80000001192,,context,two_refs_egocentric
A2V2FWJO9PMPK3,retest,1,Mark and Ali are facing away from eachother. Mark turns around. Ali is facing BLANK Mark.,be5f74e8-5413-5aa2-97f3-17a48d7c1398,away from,towards,towards,away from,towards,0,9459.5,3668.899999976158,,target,two_refs_egocentric
A2V2FWJO9PMPK3,retest,1,Mark is to the left of Ali. Mark looks to his left and Ali looks to his left. Ali is facing BLANK Mark.,3b349749-0956-5093-b528-ea281f998710,towards,away from,towards,away from,away from,0,11776.80000001192,1621.7000000476835,,target,two_refs_egocentric
A2V2FWJO9PMPK3,retest,1,Mark and Ali are both facing left. Ali turns to his right. Ali is facing BLANK Mark.,b95f9817-6f0f-52e4-917e-5e53b7e08502,away from,towards,away from,towards,towards,0,14684.100000023842,10499.69999998808,,target,two_refs_egocentric
A2V2FWJO9PMPK3,retest,1,Mark is facing away from Ali. Ali turns around. Mark is facing BLANK Ali.,b76b8738-c1c0-51f3-a9d3-afd39d7b27de,away,towards,towards,away,towards,0,779.4000000357628,11600.5,,target,two_refs_egocentric
A2V2FWJO9PMPK3,retest,2,Mark is facing BLANK Ali. Ali turns around. Mark is facing away Ali.,895de9d1-e0d1-5c72-8735-26632183eb17,away from,towards,away from,towards,towards,0,717.9000000357628,18308.19999998808,,context,two_refs_egocentric
A2V2FWJO9PMPK3,retest,2,Mark is facing BLANK Ali. Ali turns around. Mark is facing away Ali.,895de9d1-e0d1-5c72-8735-26632183eb17,away from,towards,,,towards,-1,,,"The sentence indicates that Mark is initially facing Ali, but when Ali turns around, Mark ends up facing away from Ali, meaning Mark is now facing in the opposite direction, which is ""away"" from Ali. Therefore, the correct word to fill in the blank is ""away.""",context,two_refs_egocentric
A2V2FWJO9PMPK3,retest,2,Mark and Ali are both facing BLANK. Ali turns to his left. Ali is facing away from Mark.,6b81874a-94f4-52ac-8699-24e6582fc7e8,right,left,left,right,left,0,3902.5,56515.60000002384,,context,two_refs_egocentric
A2V2FWJO9PMPK3,retest,2,Mark and Ali are both facing BLANK. Ali turns to his left. Ali is facing away from Mark.,6b81874a-94f4-52ac-8699-24e6582fc7e8,right,left,,,left,-1,,,"Since Ali turns to his left and ends up facing away from Mark, it indicates that initially, both were facing the same direction, and turning left caused Ali to face opposite Mark. Therefore, the blank should be filled with ""the same direction"" or a similar phrase, but based on the options provided, ""left"" refers to Ali's turn, not the initial direction, so the correct understanding is that they were initially facing the same way, making ""left"" the key action.",context,two_refs_egocentric
A2V2FWJO9PMPK3,retest,2,Mark is BLANK Ali. Mark walks forwards. Mark is getting further from Ali.,65c476d8-7b46-50ad-9fa1-ba59c9300205,in front of,behind,in front of,behind,in front of,1,2553.600000023842,21740.200000047684,,context,two_refs_egocentric
A2V2FWJO9PMPK3,retest,2,Mark is BLANK Ali. Mark walks forwards. Mark is getting further from Ali.,65c476d8-7b46-50ad-9fa1-ba59c9300205,in front of,behind,,,in front of,-1,,,"Since Mark is walking forward and getting further from Ali, it suggests that Mark was initially facing Ali and moving away from him, meaning Mark is ""in front of"" Ali at the start. Therefore, the correct word to fill in the blank is ""in front of.""",context,two_refs_egocentric
A2V2FWJO9PMPK3,retest,2,Mark and Ali are both facing right. Ali turns to his left. Ali is facing BLANK Mark.,313894db-d76b-5163-8db3-6e5c4869a7c2,away from,towards,towards,away from,away from,1,2679.099999964237,26205.69999998808,,target,two_refs_egocentric
A2V2FWJO9PMPK3,retest,2,Mark and Ali are both facing right. Ali turns to his left. Ali is facing BLANK Mark.,313894db-d76b-5163-8db3-6e5c4869a7c2,away from,towards,,,away from,-1,,,"When Ali turns to his left while both are initially facing right, Ali will end up facing away from Mark because turning left from facing right makes Ali face in the opposite direction, meaning he is now facing away from Mark. Therefore, the correct answer is ""away from.""",target,two_refs_egocentric
A2V2FWJO9PMPK3,retest,2,The tennis ball is BLANK the bowling ball. Ali rolls the bowling ball. The bowling ball is further from the tennis ball.,4da6b0a2-fbd8-5d77-8b6a-05110a23606c,touching,far from,far from,touching,far from,0,2282.800000011921,13955.19999998808,,context,relative_pos
A2V2FWJO9PMPK3,retest,2,The tennis ball is BLANK the bowling ball. Ali rolls the bowling ball. The bowling ball is further from the tennis ball.,4da6b0a2-fbd8-5d77-8b6a-05110a23606c,touching,far from,,,far from,-1,,,"Since Ali rolls the bowling ball and it ends up farther from the tennis ball, it indicates that the tennis ball was initially closer, so the tennis ball is ""closer to"" the bowling ball; thus, the blank should be filled with ""closer to"" rather than ""far from.""",context,relative_pos
A2V2FWJO9PMPK3,retest,2,The box is next to the ball. Ali puts the BLANK. the ball is larger than the box.,d0f6e14f-c11f-5129-a06d-757d2ef1f3e0,box inside the ball,ball inside the box,ball inside the box,box inside the ball,box inside the ball,1,2299.199999988079,35791.0,,context,relative_pos
A2V2FWJO9PMPK3,retest,2,The box is next to the ball. Ali puts the BLANK. the ball is larger than the box.,d0f6e14f-c11f-5129-a06d-757d2ef1f3e0,box inside the ball,ball inside the box,,,box inside the ball,-1,,,"Since the ball is larger than the box, placing the box ""inside the ball"" is logical because the box can fit within the larger ball, fitting the context of the sentence. Therefore, ""inside the ball"" correctly completes the sentence.",context,relative_pos
A2V2FWJO9PMPK3,retest,2,The box is next to the desk. Ali stacks the desk on the box. The box is BLANK the desk.,8aeff28e-26ae-521e-82a2-2e601a18054c,below,above,below,above,below,1,2114.100000023842,13071.100000023842,,target,relative_pos
A2V2FWJO9PMPK3,retest,2,The box is next to the desk. Ali stacks the desk on the box. The box is BLANK the desk.,8aeff28e-26ae-521e-82a2-2e601a18054c,below,above,,,below,-1,,,"Since Ali stacks the desk on top of the box, the box is positioned underneath the desk. Therefore, the correct word to fill in the blank is ""below.""",target,relative_pos
A2V2FWJO9PMPK3,retest,2,Ali is facing towards Mark. Ali turns around. Ali is facing BLANK Mark.,03aa1fc7-369b-5dbc-a94e-7d6f36d60ff7,away,towards,away,towards,away,1,4069.099999964237,19083.69999998808,,target,two_refs_egocentric
A2V2FWJO9PMPK3,retest,2,Ali is facing towards Mark. Ali turns around. Ali is facing BLANK Mark.,03aa1fc7-369b-5dbc-a94e-7d6f36d60ff7,away,towards,,,away,-1,,,"When Ali turns around, he is now facing in the opposite direction from before, so if he was initially facing Mark, turning around means he is now facing away from Mark. Therefore, the correct word to fill in the blank is ""away from.""",target,two_refs_egocentric
A2V2FWJO9PMPK3,retest,2,The ball is inside the box. Ali picks up the ball. The ball is BLANK the box.,5a02c0af-7a58-5836-894b-de2e4b5c22df,not touching,touching,touching,not touching,not touching,1,2154.400000035763,17174.80000001192,,target,relative_pos
A2V2FWJO9PMPK3,retest,2,The ball is inside the box. Ali picks up the ball. The ball is BLANK the box.,5a02c0af-7a58-5836-894b-de2e4b5c22df,not touching,touching,,,not touching,-1,,,"Since Ali picks up the ball from inside the box, the ball is no longer inside it, so it is now outside the box, meaning it is ""not touching"" or ""outside"" the box. Therefore, ""not touching"" is a reasonable answer to indicate it is no longer within the box.",target,relative_pos
A2V2FWJO9PMPK3,retest,2,Ali is holding the tennis ball and the ping pong ball is on the floor. Ali BLANK the ping pong ball. The ping pong ball is closer to the tennis ball.,e9045eb2-8977-5b55-a497-b208a72d84e3,drops,picks up,drops,picks up,picks up,0,3583.399999976158,9974.600000023842,,context,relative_pos
A2V2FWJO9PMPK3,retest,2,Ali is holding the tennis ball and the ping pong ball is on the floor. Ali BLANK the ping pong ball. The ping pong ball is closer to the tennis ball.,e9045eb2-8977-5b55-a497-b208a72d84e3,drops,picks up,,,picks up,-1,,,"Since Ali is holding the tennis ball and the ping pong ball is on the floor, the most logical action is that Ali ""picks up"" the ping pong ball to bring it closer, especially since the ping pong ball is described as being closer to the tennis ball; thus, ""picks up"" accurately describes his action.",context,relative_pos
A2V2FWJO9PMPK3,retest,2,The box is next to the desk. Ali stacks the BLANK. The box is below the desk.,c2788238-3365-5292-9d47-fe45ebf9d292,desk on the box,box on the desk,box on the desk,desk on the box,desk on the box,1,2182.699999988079,13816.0,,context,relative_pos
A2V2FWJO9PMPK3,retest,2,The box is next to the desk. Ali stacks the BLANK. The box is below the desk.,c2788238-3365-5292-9d47-fe45ebf9d292,desk on the box,box on the desk,,,desk on the box,-1,,,"Since Ali stacks the desk on the box, the desk is placed on top of the box, which makes the box be below the desk; thus, the correct phrase is ""desk on the box.""",context,relative_pos
A2V2FWJO9PMPK3,retest,2,Ali is to Mark's right. Ali turns around. Ali is to Mark's BLANK.,fb50aa4f-e1a5-5502-b6c5-af9ac29e973f,right,left,right,left,left,0,2051.699999988079,12639.69999998808,,target,two_refs_egocentric
A2V2FWJO9PMPK3,retest,2,Ali is to Mark's right. Ali turns around. Ali is to Mark's BLANK.,fb50aa4f-e1a5-5502-b6c5-af9ac29e973f,right,left,,,left,-1,,,"When Ali turns around, he faces the opposite direction, so if he was initially to Mark's right, turning around places him to Mark's left, making ""left"" the correct answer.",target,two_refs_egocentric
A2V2FWJO9PMPK3,retest,2,Mark is BLANK Ali. Mark walks backwards. Mark is getting further from Ali.,ecf7b885-f68f-5217-ad5e-060cd2931386,behind,in front of,behind,in front of,behind,1,1867.0999999642368,14028.69999998808,,context,two_refs_egocentric
A2V2FWJO9PMPK3,retest,2,Mark is BLANK Ali. Mark walks backwards. Mark is getting further from Ali.,ecf7b885-f68f-5217-ad5e-060cd2931386,behind,in front of,,,behind,-1,,,"If Mark is walking backwards and moving further from Ali, this means Mark was initially in front of Ali, and by walking backwards, he is now moving away, so the correct phrase to fill in the blank is ""in front of"" rather than ""behind.""",context,two_refs_egocentric
A2V2FWJO9PMPK3,retest,2,Ali is to the right of Mark. Mark looks to his left and Ali looks to his right. Ali is facing BLANK Mark.,55e95efb-f247-5bea-8540-4b6bee6c11de,away from,towards,towards,away from,away from,1,16572.899999976158,11205.80000001192,,target,two_refs_egocentric
